TimeStamp,Athelete,activity,breathingrate,breathingratestatus,cadence,expiration,heartrate,heartratestatus,inspiration,minuteventilation,rrinterval,tidalvolume,
Thu Apr 09 10:55:33 CDT 2015,1006,0.02734375,15,0,0,null,122,48,null,6812.639999999999,null,517.92,
Thu Apr 09 10:55:34 CDT 2015,1006,0.125,15,0,0,null,122,48,null,6812.639999999999,null,517.92,
Thu Apr 09 10:55:35 CDT 2015,1006,0.0546875,16,0,0,null,122,48,null,6812.639999999999,null,517.92,
Thu Apr 09 10:55:36 CDT 2015,1006,0.03515625,16,0,0,null,122,48,null,6812.639999999999,null,517.92,
Thu Apr 09 10:55:37 CDT 2015,1006,0.02734375,16,0,0,null,122,48,null,6812.639999999999,null,517.92,
Thu Apr 09 10:55:38 CDT 2015,1006,0.015625,15,0,0,null,122,32,null,7304.0,null,1062.3999999999999,
Thu Apr 09 10:55:39 CDT 2015,1006,0.02734375,15,0,0,null,122,32,null,7304.0,null,1062.3999999999999,
Thu Apr 09 10:55:40 CDT 2015,1006,0.05859375,14,0,0,null,124,0,null,7582.879999999999,null,438.23999999999995,
Thu Apr 09 10:55:41 CDT 2015,1006,0.0546875,14,0,0,null,124,0,null,7582.879999999999,null,438.23999999999995,
Thu Apr 09 10:55:42 CDT 2015,1006,0.0,14,0,0,null,124,0,null,8034.4,null,385.12,
Thu Apr 09 10:55:43 CDT 2015,1006,0.0,15,0,0,null,124,0,null,8034.4,null,385.12,
Thu Apr 09 10:55:44 CDT 2015,1006,0.0,15,0,0,null,124,32,null,7901.599999999999,null,252.32,
Thu Apr 09 10:55:45 CDT 2015,1006,0.015625,16,0,0,null,124,32,null,7901.599999999999,null,252.32,
Thu Apr 09 10:55:46 CDT 2015,1006,0.03125,16,0,0,null,124,32,null,7901.599999999999,null,252.32,
Thu Apr 09 10:55:47 CDT 2015,1006,0.05078125,16,0,0,null,124,48,null,8366.4,null,531.1999999999999,
Thu Apr 09 10:55:48 CDT 2015,1006,0.078125,17,0,0,null,124,48,null,8366.4,null,531.1999999999999,
Thu Apr 09 10:55:49 CDT 2015,1006,0.01953125,17,0,0,null,124,32,null,8366.4,null,531.1999999999999,
Thu Apr 09 10:55:50 CDT 2015,1006,0.0,17,0,0,null,124,32,null,8366.4,null,531.1999999999999,
Thu Apr 09 10:55:51 CDT 2015,1006,0.0,17,0,0,null,124,32,null,8366.4,null,531.1999999999999,
Thu Apr 09 10:55:52 CDT 2015,1006,0.0,17,0,0,null,124,32,null,8366.4,null,531.1999999999999,
Thu Apr 09 10:55:53 CDT 2015,1006,0.0,17,0,0,null,124,32,null,8366.4,null,531.1999999999999,
Thu Apr 09 10:55:54 CDT 2015,1006,0.015625,17,0,0,null,124,32,null,8366.4,null,531.1999999999999,
Thu Apr 09 10:55:55 CDT 2015,1006,0.015625,17,0,0,null,124,32,null,8366.4,null,531.1999999999999,
Thu Apr 09 10:55:56 CDT 2015,1006,0.01953125,17,0,0,null,124,34,null,8366.4,null,531.1999999999999,
Thu Apr 09 10:55:57 CDT 2015,1006,0.0234375,17,0,0,null,124,34,null,8366.4,null,531.1999999999999,
Thu Apr 09 10:55:58 CDT 2015,1006,0.03125,16,0,0,null,124,34,null,7304.0,null,637.4399999999999,
Thu Apr 09 10:55:59 CDT 2015,1006,0.03125,15,0,0,null,124,32,null,7304.0,null,637.4399999999999,
Thu Apr 09 10:56:00 CDT 2015,1006,0.0234375,13,0,0,null,124,48,null,7304.0,null,637.4399999999999,
Thu Apr 09 10:56:01 CDT 2015,1006,0.015625,13,0,0,null,124,48,null,7330.5599999999995,null,225.76,
Thu Apr 09 10:56:02 CDT 2015,1006,0.015625,14,0,0,null,124,32,null,7051.679999999999,null,424.96,
Thu Apr 09 10:56:03 CDT 2015,1006,0.015625,16,0,0,null,124,32,null,7051.679999999999,null,424.96,
Thu Apr 09 10:56:04 CDT 2015,1006,0.015625,17,0,0,null,124,32,null,7051.679999999999,null,424.96,
Thu Apr 09 10:56:05 CDT 2015,1006,0.0,17,0,0,null,124,32,null,6321.28,null,172.64,
Thu Apr 09 10:56:06 CDT 2015,1006,0.0,17,0,0,null,124,32,null,6480.639999999999,null,358.56,
Thu Apr 09 10:56:07 CDT 2015,1006,0.0,17,0,0,null,124,32,null,6480.639999999999,null,358.56,
Thu Apr 09 10:56:08 CDT 2015,1006,0.015625,17,0,0,null,124,32,null,6480.639999999999,null,358.56,
Thu Apr 09 10:56:09 CDT 2015,1006,0.015625,17,0,0,null,124,34,null,6480.639999999999,null,358.56,
Thu Apr 09 10:56:10 CDT 2015,1006,0.0,17,0,0,null,124,34,null,6480.639999999999,null,358.56,
Thu Apr 09 10:56:11 CDT 2015,1006,0.0,17,0,0,null,124,34,null,6480.639999999999,null,358.56,
Thu Apr 09 10:56:12 CDT 2015,1006,0.0,17,0,0,null,124,34,null,6480.639999999999,null,358.56,
Thu Apr 09 10:56:13 CDT 2015,1006,0.0,17,0,0,null,124,34,null,6480.639999999999,null,358.56,
Thu Apr 09 10:56:14 CDT 2015,1006,0.0,17,0,0,null,124,34,null,6480.639999999999,null,358.56,
Thu Apr 09 10:56:15 CDT 2015,1006,0.015625,17,0,0,null,124,34,null,5564.32,null,478.08,
Thu Apr 09 10:56:16 CDT 2015,1006,0.04296875,15,0,0,null,124,34,null,5564.32,null,478.08,
Thu Apr 09 10:56:17 CDT 2015,1006,0.0546875,14,0,0,null,128,16,null,4847.2,null,172.64,
Thu Apr 09 10:56:18 CDT 2015,1006,0.06640625,13,0,0,null,130,48,null,4847.2,null,172.64,
Thu Apr 09 10:56:19 CDT 2015,1006,0.03125,14,0,0,null,130,32,null,4847.2,null,172.64,
Thu Apr 09 10:56:20 CDT 2015,1006,0.015625,14,0,0,null,130,32,null,4847.2,null,172.64,
Thu Apr 09 10:56:21 CDT 2015,1006,0.015625,15,0,0,null,130,32,null,7795.36,null,1128.8,
Thu Apr 09 10:56:22 CDT 2015,1006,0.015625,16,0,0,null,130,32,null,7795.36,null,1128.8,
Thu Apr 09 10:56:23 CDT 2015,1006,0.0234375,18,0,0,null,130,32,null,7795.36,null,1128.8,
Thu Apr 09 10:56:24 CDT 2015,1006,0.0234375,18,4,0,null,130,32,null,7782.08,null,358.56,
Thu Apr 09 10:56:25 CDT 2015,1006,0.015625,18,4,0,null,130,32,null,7782.08,null,358.56,
Thu Apr 09 10:56:26 CDT 2015,1006,0.015625,18,0,0,null,130,32,null,7782.08,null,358.56,
Thu Apr 09 10:56:27 CDT 2015,1006,0.05859375,17,0,0,null,130,32,null,7782.08,null,358.56,
Thu Apr 09 10:56:28 CDT 2015,1006,0.1015625,17,0,0,null,130,48,null,6825.92,null,265.59999999999997,
Thu Apr 09 10:56:29 CDT 2015,1006,0.08203125,17,0,0,null,130,48,null,6825.92,null,265.59999999999997,
Thu Apr 09 10:56:30 CDT 2015,1006,0.07421875,16,0,0,null,130,48,null,6825.92,null,265.59999999999997,
Thu Apr 09 10:56:31 CDT 2015,1006,0.07421875,16,0,0,null,130,48,null,6825.92,null,265.59999999999997,
Thu Apr 09 10:56:32 CDT 2015,1006,0.01953125,16,0,0,null,130,32,null,6825.92,null,265.59999999999997,
Thu Apr 09 10:56:33 CDT 2015,1006,0.0,16,0,0,null,130,32,null,7104.799999999999,null,544.48,
Thu Apr 09 10:56:34 CDT 2015,1006,0.0,16,0,0,null,130,32,null,7104.799999999999,null,544.48,
Thu Apr 09 10:56:35 CDT 2015,1006,0.0,15,0,0,null,130,32,null,7104.799999999999,null,544.48,
Thu Apr 09 10:56:36 CDT 2015,1006,0.015625,15,0,0,null,130,32,null,7104.799999999999,null,544.48,
Thu Apr 09 10:56:37 CDT 2015,1006,0.015625,15,0,0,null,130,34,null,7104.799999999999,null,544.48,
Thu Apr 09 10:56:38 CDT 2015,1006,0.015625,15,0,0,null,130,34,null,7104.799999999999,null,544.48,
Thu Apr 09 10:56:39 CDT 2015,1006,0.0,15,0,0,null,130,34,null,7104.799999999999,null,544.48,
Thu Apr 09 10:56:40 CDT 2015,1006,0.0,15,0,0,null,130,34,null,7104.799999999999,null,544.48,
Thu Apr 09 10:56:41 CDT 2015,1006,0.015625,15,0,0,null,130,34,null,7104.799999999999,null,544.48,
Thu Apr 09 10:56:42 CDT 2015,1006,0.0859375,15,0,0,null,130,34,null,7104.799999999999,null,544.48,
Thu Apr 09 10:56:43 CDT 2015,1006,0.078125,14,0,0,null,130,32,null,5551.04,null,478.08,
Thu Apr 09 10:56:44 CDT 2015,1006,0.015625,13,0,0,null,130,48,null,5551.04,null,478.08,
Thu Apr 09 10:56:45 CDT 2015,1006,0.015625,12,0,0,null,130,32,null,6653.28,null,398.4,
Thu Apr 09 10:56:46 CDT 2015,1006,0.015625,12,0,0,null,130,32,null,6653.28,null,398.4,
Thu Apr 09 10:56:47 CDT 2015,1006,0.0,13,0,0,null,130,32,null,6653.28,null,398.4,
Thu Apr 09 10:56:48 CDT 2015,1006,0.0,14,0,0,null,130,32,null,6653.28,null,398.4,
Thu Apr 09 10:56:49 CDT 2015,1006,0.015625,14,0,0,null,130,32,null,6653.28,null,398.4,
Thu Apr 09 10:56:50 CDT 2015,1006,0.015625,14,0,0,null,130,48,null,6653.28,null,398.4,
Thu Apr 09 10:56:51 CDT 2015,1006,0.015625,13,0,0,null,130,32,null,6573.599999999999,null,517.92,
Thu Apr 09 10:56:52 CDT 2015,1006,0.015625,13,0,0,null,130,32,null,6573.599999999999,null,517.92,
Thu Apr 09 10:56:53 CDT 2015,1006,0.0,12,0,0,null,126,0,null,6573.599999999999,null,517.92,
Thu Apr 09 10:56:54 CDT 2015,1006,0.0,12,0,0,null,126,48,null,6573.599999999999,null,517.92,
Thu Apr 09 10:56:55 CDT 2015,1006,0.01953125,12,0,0,null,126,32,null,6573.599999999999,null,517.92,
Thu Apr 09 10:56:56 CDT 2015,1006,0.015625,12,0,0,null,126,32,null,6573.599999999999,null,517.92,
Thu Apr 09 10:56:57 CDT 2015,1006,0.03125,12,0,0,null,126,32,null,6573.599999999999,null,517.92,
Thu Apr 09 10:56:58 CDT 2015,1006,0.015625,12,0,0,null,126,32,null,6573.599999999999,null,517.92,
Thu Apr 09 10:56:59 CDT 2015,1006,0.015625,12,0,0,null,126,32,null,6573.599999999999,null,517.92,
Thu Apr 09 10:57:00 CDT 2015,1006,0.0,12,0,0,null,126,32,null,5006.5599999999995,null,717.12,
Thu Apr 09 10:57:01 CDT 2015,1006,0.0,11,0,0,null,126,32,null,5006.5599999999995,null,717.12,
Thu Apr 09 10:57:02 CDT 2015,1006,0.0,11,0,0,null,126,32,null,5006.5599999999995,null,717.12,
Thu Apr 09 10:57:03 CDT 2015,1006,0.0,10,0,0,null,126,32,null,5006.5599999999995,null,717.12,
Thu Apr 09 10:57:04 CDT 2015,1006,0.015625,10,0,0,null,126,34,null,5006.5599999999995,null,717.12,
Thu Apr 09 10:57:05 CDT 2015,1006,0.015625,10,0,0,null,126,34,null,5006.5599999999995,null,717.12,
Thu Apr 09 10:57:06 CDT 2015,1006,0.015625,11,0,0,null,126,34,null,5006.5599999999995,null,717.12,
Thu Apr 09 10:57:07 CDT 2015,1006,0.0,11,0,0,null,126,34,null,5006.5599999999995,null,717.12,
Thu Apr 09 10:57:08 CDT 2015,1006,0.03125,11,0,0,null,126,34,null,5006.5599999999995,null,717.12,
Thu Apr 09 10:57:09 CDT 2015,1006,0.07421875,10,0,0,null,126,48,null,4408.96,null,345.28,
Thu Apr 09 10:57:10 CDT 2015,1006,0.0703125,10,0,0,null,126,32,null,4408.96,null,345.28,
Thu Apr 09 10:57:11 CDT 2015,1006,0.03515625,9,0,0,null,126,32,null,4408.96,null,345.28,
Thu Apr 09 10:57:12 CDT 2015,1006,0.015625,9,0,0,null,126,32,null,4408.96,null,345.28,
Thu Apr 09 10:57:13 CDT 2015,1006,0.015625,9,0,0,null,126,32,null,4408.96,null,345.28,
Thu Apr 09 10:57:14 CDT 2015,1006,0.0,9,0,0,null,126,32,null,4408.96,null,345.28,
Thu Apr 09 10:57:15 CDT 2015,1006,0.0,9,0,0,null,126,34,null,4408.96,null,345.28,
Thu Apr 09 10:57:16 CDT 2015,1006,0.0,9,0,0,null,126,34,null,4209.76,null,345.28,
Thu Apr 09 10:57:17 CDT 2015,1006,0.04296875,9,0,0,null,126,34,null,4209.76,null,345.28,
Thu Apr 09 10:57:18 CDT 2015,1006,0.09375,9,0,0,null,126,32,null,4209.76,null,345.28,
Thu Apr 09 10:57:19 CDT 2015,1006,0.1015625,9,0,0,null,126,32,null,4209.76,null,345.28,
Thu Apr 09 10:57:20 CDT 2015,1006,0.25390625,9,0,0,null,126,48,null,4209.76,null,345.28,
Thu Apr 09 10:57:21 CDT 2015,1006,0.1484375,9,0,0,null,126,48,null,4209.76,null,345.28,
Thu Apr 09 10:57:22 CDT 2015,1006,0.31640625,9,0,0,null,126,32,null,4435.5199999999995,null,836.64,
Thu Apr 09 10:57:23 CDT 2015,1006,0.390625,9,0,0,null,126,40,null,4435.5199999999995,null,836.64,
Thu Apr 09 10:57:24 CDT 2015,1006,0.41015625,9,0,0,null,126,56,null,5564.32,null,664.0,
Thu Apr 09 10:57:25 CDT 2015,1006,0.4140625,9,0,0,null,126,48,null,5564.32,null,664.0,
Thu Apr 09 10:57:26 CDT 2015,1006,0.49609375,10,0,57,null,126,48,null,5564.32,null,664.0,
Thu Apr 09 10:57:27 CDT 2015,1006,0.48046875,10,0,94,null,126,48,null,5564.32,null,664.0,
Thu Apr 09 10:57:28 CDT 2015,1006,0.28125,10,0,108,null,126,48,null,5537.759999999999,null,544.48,
Thu Apr 09 10:57:29 CDT 2015,1006,0.37890625,10,0,106,null,126,48,null,5537.759999999999,null,544.48,
Thu Apr 09 10:57:30 CDT 2015,1006,0.4296875,10,0,100,null,126,56,null,5537.759999999999,null,544.48,
Thu Apr 09 10:57:31 CDT 2015,1006,0.421875,10,0,97,null,126,48,null,5537.759999999999,null,544.48,
Thu Apr 09 10:57:32 CDT 2015,1006,0.3515625,10,0,98,null,126,48,null,5537.759999999999,null,544.48,
Thu Apr 09 10:57:33 CDT 2015,1006,0.2890625,10,0,102,null,126,56,null,7051.679999999999,null,1527.1999999999998,
Thu Apr 09 10:57:34 CDT 2015,1006,0.2109375,10,0,105,null,126,48,null,7051.679999999999,null,1527.1999999999998,
Thu Apr 09 10:57:35 CDT 2015,1006,0.171875,10,0,104,null,126,48,null,7051.679999999999,null,1527.1999999999998,
Thu Apr 09 10:57:36 CDT 2015,1006,0.15625,10,0,103,null,126,48,null,7051.679999999999,null,1527.1999999999998,
Thu Apr 09 10:57:37 CDT 2015,1006,0.03515625,10,0,86,null,126,32,null,7569.599999999999,null,358.56,
Thu Apr 09 10:57:38 CDT 2015,1006,0.015625,11,0,42,null,126,32,null,7569.599999999999,null,358.56,
Thu Apr 09 10:57:39 CDT 2015,1006,0.0,11,0,0,null,126,32,null,7569.599999999999,null,358.56,
Thu Apr 09 10:57:40 CDT 2015,1006,0.0,11,0,0,null,126,32,null,7569.599999999999,null,358.56,
Thu Apr 09 10:57:41 CDT 2015,1006,0.0,11,0,0,null,126,32,null,7569.599999999999,null,358.56,
Thu Apr 09 10:57:42 CDT 2015,1006,0.0,11,0,0,null,126,32,null,7569.599999999999,null,358.56,
Thu Apr 09 10:57:43 CDT 2015,1006,0.015625,11,0,0,null,126,32,null,7569.599999999999,null,358.56,
Thu Apr 09 10:57:44 CDT 2015,1006,0.015625,11,0,0,null,126,32,null,7569.599999999999,null,358.56,
Thu Apr 09 10:57:45 CDT 2015,1006,0.0,11,0,0,null,126,32,null,7569.599999999999,null,358.56,
Thu Apr 09 10:57:46 CDT 2015,1006,0.015625,11,0,0,null,126,32,null,7569.599999999999,null,358.56,
Thu Apr 09 10:57:47 CDT 2015,1006,0.0,11,0,0,null,126,32,null,7569.599999999999,null,358.56,
Thu Apr 09 10:57:48 CDT 2015,1006,0.0,11,0,0,null,126,48,null,7569.599999999999,null,358.56,
Thu Apr 09 10:57:49 CDT 2015,1006,0.0,11,0,0,null,126,32,null,7569.599999999999,null,358.56,
Thu Apr 09 10:57:50 CDT 2015,1006,0.0234375,11,0,0,null,126,32,null,7078.24,null,544.48,
Thu Apr 09 10:57:51 CDT 2015,1006,0.0234375,11,0,0,null,126,48,null,7078.24,null,544.48,
Thu Apr 09 10:57:52 CDT 2015,1006,0.015625,10,0,0,null,126,32,null,7078.24,null,544.48,
Thu Apr 09 10:57:53 CDT 2015,1006,0.0,10,0,0,null,126,32,null,7078.24,null,544.48,
Thu Apr 09 10:57:54 CDT 2015,1006,0.0,10,0,0,null,126,32,null,7078.24,null,544.48,
Thu Apr 09 10:57:55 CDT 2015,1006,0.015625,10,0,0,null,126,48,null,7078.24,null,544.48,
Thu Apr 09 10:57:56 CDT 2015,1006,0.0234375,10,0,0,null,126,32,null,7078.24,null,544.48,
Thu Apr 09 10:57:57 CDT 2015,1006,0.21875,10,0,0,null,126,48,null,7104.799999999999,null,438.23999999999995,
Thu Apr 09 10:57:58 CDT 2015,1006,0.10546875,10,0,0,null,126,48,null,7104.799999999999,null,438.23999999999995,
Thu Apr 09 10:57:59 CDT 2015,1006,0.0859375,10,0,0,null,126,48,null,7104.799999999999,null,438.23999999999995,
Thu Apr 09 10:58:00 CDT 2015,1006,0.28125,10,0,0,null,126,48,null,7104.799999999999,null,438.23999999999995,
Thu Apr 09 10:58:01 CDT 2015,1006,0.2265625,10,0,0,null,126,48,null,7184.48,null,597.6,
Thu Apr 09 10:58:02 CDT 2015,1006,0.28125,10,0,0,null,126,48,null,7184.48,null,597.6,
Thu Apr 09 10:58:03 CDT 2015,1006,0.30078125,11,0,0,null,126,48,null,7184.48,null,597.6,
Thu Apr 09 10:58:04 CDT 2015,1006,0.28515625,11,0,0,null,126,48,null,7184.48,null,597.6,
Thu Apr 09 10:58:05 CDT 2015,1006,0.28515625,11,0,43,null,126,48,null,8047.679999999999,null,1487.36,
Thu Apr 09 10:58:06 CDT 2015,1006,0.34765625,10,0,89,null,126,48,null,8047.679999999999,null,1487.36,
Thu Apr 09 10:58:07 CDT 2015,1006,0.375,10,0,119,null,126,48,null,8047.679999999999,null,1487.36,
Thu Apr 09 10:58:08 CDT 2015,1006,0.44140625,10,0,124,null,126,48,null,7941.44,null,385.12,
Thu Apr 09 10:58:09 CDT 2015,1006,0.5234375,10,0,118,null,126,48,null,7941.44,null,385.12,
Thu Apr 09 10:58:10 CDT 2015,1006,0.42578125,10,0,114,null,126,48,null,7941.44,null,385.12,
Thu Apr 09 10:58:11 CDT 2015,1006,0.62109375,10,0,118,null,126,56,null,7941.44,null,385.12,
Thu Apr 09 10:58:12 CDT 2015,1006,0.5703125,10,0,129,null,126,48,null,6493.92,null,345.28,
Thu Apr 09 10:58:13 CDT 2015,1006,0.57421875,11,0,139,null,126,48,null,6493.92,null,345.28,
Thu Apr 09 10:58:14 CDT 2015,1006,0.71484375,11,0,139,null,126,56,null,6493.92,null,345.28,
Thu Apr 09 10:58:15 CDT 2015,1006,0.4921875,11,0,131,null,126,48,null,6387.679999999999,null,239.04,
Thu Apr 09 10:58:16 CDT 2015,1006,0.61328125,11,0,121,null,126,48,null,6387.679999999999,null,239.04,
Thu Apr 09 10:58:17 CDT 2015,1006,0.640625,12,0,117,null,126,56,null,8578.88,null,424.96,
Thu Apr 09 10:58:18 CDT 2015,1006,0.82421875,14,0,118,null,126,56,null,8578.88,null,424.96,
Thu Apr 09 10:58:19 CDT 2015,1006,0.7421875,15,0,122,null,126,56,null,8578.88,null,424.96,
Thu Apr 09 10:58:20 CDT 2015,1006,0.62890625,16,0,128,null,126,48,null,10371.68,null,504.64,
Thu Apr 09 10:58:21 CDT 2015,1006,0.51171875,17,0,132,null,126,48,null,10371.68,null,504.64,
Thu Apr 09 10:58:22 CDT 2015,1006,0.5234375,18,0,132,null,126,48,null,10371.68,null,504.64,
Thu Apr 09 10:58:23 CDT 2015,1006,0.4921875,18,0,128,null,126,48,null,10557.6,null,531.1999999999999,
Thu Apr 09 10:58:24 CDT 2015,1006,0.5,19,0,124,null,126,48,null,9548.32,null,584.3199999999999,
Thu Apr 09 10:58:25 CDT 2015,1006,0.52734375,21,0,121,null,126,56,null,9548.32,null,584.3199999999999,
Thu Apr 09 10:58:26 CDT 2015,1006,0.4609375,22,0,117,null,126,48,null,10265.439999999999,null,464.79999999999995,
Thu Apr 09 10:58:27 CDT 2015,1006,0.59765625,23,0,115,null,126,48,null,10265.439999999999,null,464.79999999999995,
Thu Apr 09 10:58:28 CDT 2015,1006,0.640625,24,0,113,null,126,56,null,12536.32,null,624.16,
Thu Apr 09 10:58:29 CDT 2015,1006,0.7109375,26,0,115,null,126,56,null,15657.119999999999,null,637.4399999999999,
Thu Apr 09 10:58:30 CDT 2015,1006,0.671875,28,0,121,null,126,56,null,15657.119999999999,null,637.4399999999999,
Thu Apr 09 10:58:31 CDT 2015,1006,0.5703125,29,0,127,null,126,56,null,16932.0,null,557.76,
Thu Apr 09 10:58:32 CDT 2015,1006,0.62109375,30,0,131,null,126,56,null,16932.0,null,557.76,
Thu Apr 09 10:58:33 CDT 2015,1006,0.62890625,31,0,132,null,126,48,null,19109.92,null,597.6,
Thu Apr 09 10:58:34 CDT 2015,1006,0.61328125,33,0,132,null,126,56,null,21340.96,null,597.6,
Thu Apr 09 10:58:35 CDT 2015,1006,0.55859375,35,0,132,null,126,56,null,21340.96,null,597.6,
Thu Apr 09 10:58:36 CDT 2015,1006,0.59765625,37,0,132,null,126,48,null,20225.44,null,557.76,
Thu Apr 09 10:58:37 CDT 2015,1006,0.578125,36,0,131,null,126,48,null,20225.44,null,557.76,
Thu Apr 09 10:58:38 CDT 2015,1006,0.60546875,35,0,130,null,126,56,null,20902.719999999998,null,464.79999999999995,
Thu Apr 09 10:58:39 CDT 2015,1006,0.5390625,36,0,128,null,126,56,null,20902.719999999998,null,464.79999999999995,
Thu Apr 09 10:58:40 CDT 2015,1006,0.578125,36,0,123,null,126,48,null,19999.68,null,571.04,
Thu Apr 09 10:58:41 CDT 2015,1006,0.51953125,36,0,120,null,126,56,null,19999.68,null,571.04,
Thu Apr 09 10:58:42 CDT 2015,1006,0.59375,35,0,119,null,126,48,null,18034.239999999998,null,504.64,
Thu Apr 09 10:58:43 CDT 2015,1006,0.53515625,34,0,120,null,126,48,null,18034.239999999998,null,504.64,
Thu Apr 09 10:58:44 CDT 2015,1006,0.58984375,33,0,121,null,126,48,null,17688.96,null,610.88,
Thu Apr 09 10:58:45 CDT 2015,1006,0.73828125,32,0,122,null,126,48,null,17688.96,null,610.88,
Thu Apr 09 10:58:46 CDT 2015,1006,0.76953125,31,0,120,null,126,56,null,18127.2,null,717.12,
Thu Apr 09 10:58:47 CDT 2015,1006,0.75,31,0,122,null,126,48,null,18127.2,null,717.12,
Thu Apr 09 10:58:48 CDT 2015,1006,0.6171875,31,0,126,null,126,56,null,18206.879999999997,null,624.16,
Thu Apr 09 10:58:49 CDT 2015,1006,0.6484375,31,0,131,null,126,56,null,18738.079999999998,null,624.16,
Thu Apr 09 10:58:50 CDT 2015,1006,0.60546875,32,0,133,null,126,48,null,18738.079999999998,null,624.16,
Thu Apr 09 10:58:51 CDT 2015,1006,0.50390625,32,0,131,null,126,48,null,18884.16,null,597.6,
Thu Apr 09 10:58:52 CDT 2015,1006,0.45703125,31,0,127,null,126,48,null,18884.16,null,597.6,
Thu Apr 09 10:58:53 CDT 2015,1006,0.50390625,31,0,124,null,126,56,null,18884.16,null,597.6,
Thu Apr 09 10:58:54 CDT 2015,1006,0.52734375,31,0,122,null,126,56,null,18512.32,null,531.1999999999999,
Thu Apr 09 10:58:55 CDT 2015,1006,0.484375,31,0,120,null,126,56,null,20464.48,null,597.6,
Thu Apr 09 10:58:56 CDT 2015,1006,0.515625,33,0,120,null,126,48,null,22058.079999999998,null,677.28,
Thu Apr 09 10:58:57 CDT 2015,1006,0.44140625,34,0,120,null,126,48,null,22058.079999999998,null,677.28,
Thu Apr 09 10:58:58 CDT 2015,1006,0.44140625,35,0,120,null,126,48,null,21208.16,null,584.3199999999999,
Thu Apr 09 10:58:59 CDT 2015,1006,0.41015625,35,0,119,null,126,48,null,21208.16,null,584.3199999999999,
Thu Apr 09 10:59:00 CDT 2015,1006,0.51171875,35,0,116,null,126,48,null,21633.12,null,664.0,
Thu Apr 09 10:59:01 CDT 2015,1006,0.51953125,35,0,114,null,126,48,null,22124.48,null,610.88,
Thu Apr 09 10:59:02 CDT 2015,1006,0.484375,36,0,113,null,126,56,null,22124.48,null,610.88,
Thu Apr 09 10:59:03 CDT 2015,1006,0.5859375,36,0,114,null,126,56,null,21526.879999999997,null,411.68,
Thu Apr 09 10:59:04 CDT 2015,1006,0.53515625,37,0,114,null,126,48,null,24315.68,null,703.8399999999999,
Thu Apr 09 10:59:05 CDT 2015,1006,0.421875,39,0,115,null,126,48,null,24315.68,null,703.8399999999999,
Thu Apr 09 10:59:06 CDT 2015,1006,0.45703125,40,0,114,null,126,48,null,23279.84,null,650.7199999999999,
Thu Apr 09 10:59:07 CDT 2015,1006,0.5,39,0,115,null,126,48,null,22934.559999999998,null,717.12,
Thu Apr 09 10:59:08 CDT 2015,1006,0.48046875,37,0,116,null,126,48,null,22934.559999999998,null,717.12,
Thu Apr 09 10:59:09 CDT 2015,1006,0.46875,37,0,118,null,126,56,null,22722.079999999998,null,464.79999999999995,
Thu Apr 09 10:59:10 CDT 2015,1006,0.3984375,37,0,118,null,126,56,null,22722.079999999998,null,464.79999999999995,
Thu Apr 09 10:59:11 CDT 2015,1006,0.33984375,37,0,117,null,126,48,null,21739.36,null,438.23999999999995,
Thu Apr 09 10:59:12 CDT 2015,1006,0.37109375,38,0,115,null,126,48,null,20756.64,null,358.56,
Thu Apr 09 10:59:13 CDT 2015,1006,0.45703125,39,0,114,null,126,48,null,23346.239999999998,null,571.04,
Thu Apr 09 10:59:14 CDT 2015,1006,0.5,41,0,114,null,126,48,null,23346.239999999998,null,571.04,
Thu Apr 09 10:59:15 CDT 2015,1006,0.55078125,41,0,114,null,126,56,null,20995.68,null,717.12,
Thu Apr 09 10:59:16 CDT 2015,1006,0.609375,39,0,116,null,126,56,null,20995.68,null,717.12,
Thu Apr 09 10:59:17 CDT 2015,1006,0.6875,38,0,117,null,126,48,null,22044.8,null,969.4399999999999,
Thu Apr 09 10:59:18 CDT 2015,1006,0.40234375,37,0,120,null,126,56,null,20092.64,null,225.76,
Thu Apr 09 10:59:19 CDT 2015,1006,0.3984375,37,0,123,null,126,48,null,20092.64,null,225.76,
Thu Apr 09 10:59:20 CDT 2015,1006,0.421875,37,0,123,null,126,56,null,19827.039999999997,null,371.84,
Thu Apr 09 10:59:21 CDT 2015,1006,0.37109375,38,0,121,null,126,48,null,20663.68,null,478.08,
Thu Apr 09 10:59:22 CDT 2015,1006,0.3359375,39,0,118,null,126,48,null,20663.68,null,478.08,
Thu Apr 09 10:59:23 CDT 2015,1006,0.3046875,39,0,117,null,126,48,null,20530.879999999997,null,478.08,
Thu Apr 09 10:59:24 CDT 2015,1006,0.515625,38,0,116,null,126,56,null,20517.6,null,703.8399999999999,
Thu Apr 09 10:59:25 CDT 2015,1006,0.359375,38,0,113,null,126,48,null,21991.68,null,491.35999999999996,
Thu Apr 09 10:59:26 CDT 2015,1006,0.37109375,39,0,107,null,126,48,null,21991.68,null,491.35999999999996,
Thu Apr 09 10:59:27 CDT 2015,1006,0.28125,41,0,101,null,126,48,null,21553.44,null,637.4399999999999,
Thu Apr 09 10:59:28 CDT 2015,1006,0.265625,43,0,96,null,126,48,null,24421.92,null,796.8,
Thu Apr 09 10:59:29 CDT 2015,1006,0.3359375,44,0,90,null,126,48,null,24421.92,null,796.8,
